Local Time,Jdays,Altitude,Latitude,Longitude,Density,,
9.011342,25592.71041662,5.90E+02,1.74E+01,239.420151,1.01E+05,,
9.249502,25592.71111106,5.99E+02,1.89E+01,242.742553,8.96E+04,,
9.49138,25592.7118055,6.08E+02,2.04E+01,246.120714,8.09E+04,,
9.737167,25592.71249995,6.16E+02,2.18E+01,249.557524,7.42E+04,,
9.986993,25592.71319439,6.25E+02,2.31E+01,253.054911,6.92E+04,,
10.240913,25592.71388884,6.33E+02,2.43E+01,256.613716,6.55E+04,,
10.498903,25592.71458328,6.41E+02,2.54E+01,260.233566,6.29E+04,,
10.76085,25592.71527773,6.49E+02,2.64E+01,263.912773,6.11E+04,,
11.026549,25592.71597217,6.57E+02,2.73E+01,267.648256,5.99E+04,,
11.295699,25592.71666662,6.64E+02,2.81E+01,271.435506,5.91E+04,,
11.567906,25592.71736106,6.71E+02,2.88E+01,275.268605,5.85E+04,,
11.842685,25592.7180555,6.78E+02,2.93E+01,279.140301,5.80E+04,,
12.119476,25592.71874995,6.85E+02,2.97E+01,283.042151,5.74E+04,,
12.397647,25592.71944439,6.91E+02,3.00E+01,286.964731,5.68E+04,,
12.676525,25592.72013884,6.96E+02,3.01E+01,290.897894,5.61E+04,,
12.955404,25592.72083328,7.01E+02,3.01E+01,294.831084,5.52E+04,,
13.233577,25592.72152773,7.06E+02,3.00E+01,298.753666,5.43E+04,,
13.51035,25592.72222217,7.10E+02,2.97E+01,302.655265,5.33E+04,,
13.785071,25592.72291662,7.14E+02,2.94E+01,306.526088,5.24E+04,,
14.057146,25592.72361106,7.17E+02,2.89E+01,310.357204,5.16E+04,,
14.326051,25592.7243055,7.20E+02,2.82E+01,314.14078,5.11E+04,,
14.591348,25592.72499995,7.22E+02,2.75E+01,317.870245,5.11E+04,,
14.852692,25592.72569439,7.24E+02,2.66E+01,321.540393,5.17E+04,,
15.109827,25592.72638884,7.25E+02,2.57E+01,325.147425,5.32E+04,,
15.362594,25592.72708328,7.26E+02,2.46E+01,328.688932,5.59E+04,,
15.610921,25592.72777773,7.26E+02,2.34E+01,332.163834,6.00E+04,,
15.854818,25592.72847217,7.25E+02,2.22E+01,335.572284,6.58E+04,,
16.094369,25592.72916662,7.24E+02,2.09E+01,338.915552,7.31E+04,,
16.329725,25592.72986106,7.23E+02,1.95E+01,342.195896,8.17E+04,,
16.561094,25592.7305555,7.21E+02,1.80E+01,345.416428,9.12E+04,,
16.788731,25592.73124995,7.18E+02,1.65E+01,348.580989,1.01E+05,,
17.012934,25592.73194439,7.15E+02,1.49E+01,351.694031,1.11E+05,,
17.234032,25592.73263884,7.11E+02,1.33E+01,354.760506,1.22E+05,,
17.452384,25592.73333328,7.08E+02,1.16E+01,357.785778,1.35E+05,,
17.668368,25592.73402773,7.03E+02,9.86E+00,0.775542,1.52E+05,,
17.882383,25592.73472217,6.98E+02,8.11E+00,3.735756,1.73E+05,,
18.094838,25592.73541662,6.93E+02,6.33E+00,6.672592,1.96E+05,,
18.306158,25592.73611106,6.88E+02,4.53E+00,9.592387,2.17E+05,,
18.516773,25592.7368055,6.82E+02,2.71E+00,12.501614,2.34E+05,,
18.727122,25592.73749995,6.75E+02,8.79E-01,15.40685,2.46E+05,,
18.937649,25592.73819439,6.69E+02,-9.57E-01,18.314755,2.53E+05,,
19.148802,25592.73888884,6.62E+02,-2.79E+00,21.232051,2.54E+05,,
19.361032,25592.73958328,6.55E+02,-4.62E+00,24.165495,2.49E+05,,
19.57479,25592.74027773,6.48E+02,-6.44E+00,27.121866,2.39E+05,,
19.790527,25592.74097217,6.40E+02,-8.25E+00,30.107922,2.25E+05,,
20.008691,25592.74166662,6.32E+02,-1.00E+01,33.130377,2.09E+05,,
20.229722,25592.74236106,6.25E+02,-1.18E+01,36.195842,1.92E+05,,
20.45405,25592.7430555,6.17E+02,-1.35E+01,39.31077,1.76E+05,,
20.682091,25592.74374995,6.09E+02,-1.52E+01,42.481379,1.61E+05,,
20.914236,25592.74444439,6.01E+02,-1.68E+01,45.713553,1.48E+05,,
21.150847,25592.74513884,5.93E+02,-1.84E+01,49.012729,1.36E+05,,
21.392249,25592.74583328,5.84E+02,-1.99E+01,52.383755,1.25E+05,,
21.638714,25592.74652773,5.76E+02,-2.13E+01,55.830733,1.15E+05,,
21.890455,25592.74722217,5.69E+02,-2.27E+01,59.356839,1.06E+05,,
22.147607,25592.74791662,5.61E+02,-2.39E+01,62.964131,9.80E+04,,
22.410222,25592.74861106,5.53E+02,-2.51E+01,66.653349,9.06E+04,,
22.678247,25592.7493055,5.46E+02,-2.62E+01,70.423725,8.44E+04,,
22.95152,25592.74999995,5.38E+02,-2.71E+01,74.272813,7.95E+04,,
23.229756,25592.75069439,5.31E+02,-2.80E+01,78.196358,7.65E+04,,
23.512547,25592.75138884,5.24E+02,-2.87E+01,82.18823,7.53E+04,,
23.799361,25592.75208328,5.18E+02,-2.92E+01,86.240431,7.62E+04,,
0.089546,25592.75277773,5.11E+02,-2.97E+01,90.343206,7.91E+04,,
0.382349,25592.75347217,5.06E+02,-3.00E+01,94.485247,8.39E+04,,
0.676932,25592.75416662,5.00E+02,-3.01E+01,98.654002,9.05E+04,,
0.972404,25592.75486106,4.95E+02,-3.01E+01,102.836073,9.84E+04,,
1.267844,25592.7555555,4.90E+02,-3.00E+01,107.017674,1.07E+05,,
1.56234,25592.75624995,4.86E+02,-2.97E+01,111.18512,1.16E+05,,
1.855019,25592.75694439,4.82E+02,-2.92E+01,115.325309,1.24E+05,,
2.145076,25592.75763884,4.79E+02,-2.86E+01,119.426163,1.30E+05,,
2.431798,25592.75833328,4.76E+02,-2.79E+01,123.47699,1.35E+05,,
2.714583,25592.75902773,4.73E+02,-2.70E+01,127.468759,1.37E+05,,
2.99295,25592.75972217,4.71E+02,-2.61E+01,131.394269,1.36E+05,,
3.266546,25592.76041662,4.70E+02,-2.50E+01,135.248216,1.32E+05,,
3.535144,25592.76111106,4.69E+02,-2.37E+01,139.027173,1.27E+05,,
3.798632,25592.7618055,4.69E+02,-2.24E+01,142.7295,1.22E+05,,
4.057011,25592.76249995,4.69E+02,-2.10E+01,146.355189,1.16E+05,,
4.310378,25592.76319439,4.70E+02,-1.95E+01,149.905693,1.12E+05,,
4.558914,25592.76388884,4.71E+02,-1.79E+01,153.383725,1.09E+05,,
4.802869,25592.76458328,4.73E+02,-1.63E+01,156.79306,1.10E+05,,
5.042555,25592.76527773,4.76E+02,-1.46E+01,160.138349,1.14E+05,,
5.278328,25592.76597217,4.79E+02,-1.28E+01,163.424944,1.23E+05,,
5.510582,25592.76666662,4.83E+02,-1.10E+01,166.658745,1.37E+05,,
5.739737,25592.76736106,4.87E+02,-9.15E+00,169.846068,1.56E+05,,
5.966234,25592.7680555,4.91E+02,-7.27E+00,172.993535,1.79E+05,,
6.190531,25592.76874995,4.97E+02,-5.38E+00,176.107978,2.05E+05,,
6.41309,25592.76944439,5.02E+02,-3.47E+00,179.19637,2.33E+05,,
6.634382,25592.77013884,5.08E+02,-1.54E+00,182.265755,2.62E+05,,
6.854879,25592.77083328,5.14E+02,3.78E-01,185.323204,2.88E+05,,
7.07505,25592.77152773,5.21E+02,2.30E+00,188.375765,3.05E+05,,
7.295361,25592.77222217,5.28E+02,4.20E+00,191.430428,3.07E+05,,
7.516271,25592.77291662,5.36E+02,6.09E+00,194.494085,2.94E+05,,
7.738231,25592.77361106,5.44E+02,7.95E+00,197.573489,2.70E+05,,
7.96168,25592.7743055,5.52E+02,9.78E+00,200.675212,2.41E+05,,
8.187038,25592.77499995,5.60E+02,1.16E+01,203.805591,2.11E+05,,
8.41471,25592.77569439,5.68E+02,1.33E+01,206.970671,1.83E+05,,
8.645074,25592.77638884,5.77E+02,1.50E+01,210.176132,1.58E+05,,
8.878479,25592.77708328,5.85E+02,1.67E+01,213.427204,1.37E+05,,
9.115237,25592.77777773,5.94E+02,1.82E+01,216.728572,1.19E+05,,
9.355617,25592.77847217,6.02E+02,1.98E+01,220.084266,1.05E+05,,
9.599835,25592.77916662,6.11E+02,2.12E+01,223.49754,9.32E+04,,
9.848048,25592.77986106,6.20E+02,2.25E+01,226.970742,8.42E+04,,
10.100344,25592.7805555,6.28E+02,2.38E+01,230.505184,7.72E+04,,
10.356733,25592.78124995,6.36E+02,2.49E+01,234.101013,7.19E+04,,
10.617139,25592.78194439,6.44E+02,2.60E+01,237.7571,6.79E+04,,
10.881395,25592.78263884,6.52E+02,2.70E+01,241.470946,6.50E+04,,
11.149241,25592.78333328,6.60E+02,2.78E+01,245.238634,6.28E+04,,
11.42032,25592.78402773,6.67E+02,2.85E+01,249.054818,6.13E+04,,
11.694184,25592.78472217,6.74E+02,2.91E+01,252.912779,6.02E+04,,
11.970301,25592.78541662,6.81E+02,2.95E+01,256.804535,5.94E+04,,
12.248067,25592.78611106,6.87E+02,2.99E+01,260.721029,5.87E+04,,
12.526823,25592.7868055,6.93E+02,3.01E+01,264.652365,5.81E+04,,
12.805872,25592.78749995,6.98E+02,3.01E+01,268.588102,5.74E+04,,
13.084504,25592.78819439,7.03E+02,3.01E+01,272.517582,5.66E+04,,
13.362016,25592.78888884,7.08E+02,2.99E+01,276.430266,5.57E+04,,
13.637737,25592.78958328,7.12E+02,2.95E+01,280.31607,5.47E+04,,
13.911043,25592.79027773,7.15E+02,2.91E+01,284.165662,5.35E+04,,
14.18138,25592.79097217,7.18E+02,2.85E+01,287.97072,5.22E+04,,
14.448274,25592.79166662,7.21E+02,2.78E+01,291.724125,5.10E+04,,
14.711338,25592.79236106,7.23E+02,2.70E+01,295.420091,4.99E+04,,
14.970281,25592.7930555,7.24E+02,2.61E+01,299.05423,4.91E+04,,
15.224903,25592.79374995,7.25E+02,2.51E+01,302.623562,4.87E+04,,
15.475096,25592.79444439,7.26E+02,2.39E+01,306.126465,4.89E+04,,
15.720838,25592.79513884,7.25E+02,2.27E+01,309.562594,5.00E+04,,
15.962184,25592.79583328,7.25E+02,2.14E+01,312.932776,5.23E+04,,
16.199257,25592.79652773,7.24E+02,2.01E+01,316.238875,5.63E+04,,
16.432243,25592.79722217,7.22E+02,1.86E+01,319.483671,6.24E+04,,
16.66138,25592.79791662,7.20E+02,1.71E+01,322.670719,7.12E+04,,
16.886948,25592.79861106,7.17E+02,1.56E+01,325.804236,8.28E+04,,
17.109264,25592.7993055,7.14E+02,1.39E+01,328.88898,9.68E+04,,
17.328676,25592.79999995,7.10E+02,1.23E+01,331.930158,1.12E+05,,
17.545555,25592.80069439,7.06E+02,1.06E+01,334.933337,1.27E+05,,
17.76029,25592.80138884,7.01E+02,8.85E+00,337.904375,1.41E+05,,
17.97329,25592.80208328,6.96E+02,7.08E+00,340.849362,1.59E+05,,
18.18497,25592.80277773,6.91E+02,5.29E+00,343.77457,1.82E+05,,
18.39576,25592.80347217,6.85E+02,3.47E+00,346.686418,2.08E+05,,
18.606095,25592.80416662,6.79E+02,1.65E+00,349.591442,2.29E+05,,
18.816417,25592.80486106,6.73E+02,-1.84E-01,352.496268,2.41E+05,,
19.027172,25592.8055555,6.66E+02,-2.02E+00,355.407592,2.46E+05,,
19.238809,25592.80624995,6.59E+02,-3.85E+00,358.332156,2.45E+05,,
19.451781,25592.80694439,6.52E+02,-5.68E+00,1.276729,2.41E+05,,
19.666537,25592.80763884,6.45E+02,-7.49E+00,4.248079,2.33E+05,,
19.883528,25592.80833328,6.37E+02,-9.28E+00,7.25294,2.22E+05,,
20.103197,25592.80902773,6.29E+02,-1.10E+01,10.297969,2.08E+05,,
20.325978,25592.80972217,6.22E+02,-1.28E+01,13.389692,1.92E+05,,
20.552294,25592.81041662,6.14E+02,-1.45E+01,16.534433,1.75E+05,,
20.782547,25592.81111106,6.06E+02,-1.61E+01,19.738228,1.58E+05,,
21.017113,25592.8118055,5.98E+02,-1.77E+01,23.006718,1.42E+05,,
21.256333,25592.81249995,5.89E+02,-1.92E+01,26.345018,1.28E+05,,
21.500504,25592.81319439,5.81E+02,-2.07E+01,29.757571,1.16E+05,,
21.749864,25592.81388884,5.73E+02,-2.21E+01,33.247972,1.06E+05,,
22.004584,25592.81458328,5.66E+02,-2.34E+01,36.818784,9.87E+04,,
22.264755,25592.81527773,5.58E+02,-2.46E+01,40.47134,9.32E+04,,
22.530369,25592.81597217,5.50E+02,-2.57E+01,44.205548,8.91E+04,,
22.801313,25592.81666662,5.43E+02,-2.67E+01,48.019708,8.58E+04,,
23.077357,25592.81736106,5.36E+02,-2.76E+01,51.910367,8.28E+04,,
23.358147,25592.8180555,5.29E+02,-2.84E+01,55.872216,7.97E+04,,
23.643203,25592.81874995,5.22E+02,-2.90E+01,59.89807,7.66E+04,,
23.931927,25592.81944439,5.15E+02,-2.95E+01,63.978928,7.37E+04,,
0.223608,25592.82013884,5.09E+02,-2.99E+01,68.104135,7.15E+04,,
0.517442,25592.82083328,5.03E+02,-3.01E+01,72.261652,7.05E+04,,
0.812559,25592.82152773,4.98E+02,-3.01E+01,76.438409,7.10E+04,,
1.108049,25592.82222217,4.93E+02,-3.01E+01,80.620747,7.34E+04,,
1.402992,25592.82291662,4.88E+02,-2.98E+01,84.794893,7.77E+04,,
1.696495,25592.82361106,4.84E+02,-2.94E+01,88.947451,8.39E+04,,
1.987723,25592.8243055,4.81E+02,-2.89E+01,93.06586,9.20E+04,,
2.275919,25592.82499995,4.77E+02,-2.82E+01,97.138799,1.01E+05,,
2.560432,25592.82569439,4.75E+02,-2.74E+01,101.156498,1.11E+05,,
2.840729,25592.82638884,4.72E+02,-2.65E+01,105.110952,1.20E+05,,
3.116401,25592.82708328,4.71E+02,-2.54E+01,108.996035,1.28E+05,,
3.387166,25592.82777773,4.70E+02,-2.43E+01,112.807513,1.33E+05,,
3.652864,25592.82847217,4.69E+02,-2.30E+01,116.542985,1.34E+05,,
3.913449,25592.82916662,4.69E+02,-2.16E+01,120.201751,1.32E+05,,
4.168976,25592.82986106,4.69E+02,-2.02E+01,123.784651,1.27E+05,,
4.41959,25592.8305555,4.70E+02,-1.86E+01,127.293871,1.21E+05,,
4.665515,25592.83124995,4.72E+02,-1.70E+01,130.732744,1.16E+05,,
4.907036,25592.83194439,4.74E+02,-1.53E+01,134.10556,1.11E+05,,
5.144491,25592.83263884,4.77E+02,-1.36E+01,137.417382,1.09E+05,,
5.378258,25592.83333328,4.80E+02,-1.18E+01,140.673887,1.11E+05,,
5.608747,25592.83402773,4.84E+02,-9.95E+00,143.881222,1.17E+05,,
5.836391,25592.83472217,4.88E+02,-8.08E+00,147.045886,1.28E+05,,
6.061641,25592.83541662,4.93E+02,-6.20E+00,150.174631,1.43E+05,,
6.284957,25592.83611106,4.99E+02,-4.29E+00,153.274376,1.64E+05,,
6.506808,25592.8368055,5.04E+02,-2.37E+00,156.35214,1.88E+05,,
6.727665,25592.83749995,5.10E+02,-4.48E-01,159.41499,2.15E+05,,
6.947998,25592.83819439,5.17E+02,1.47E+00,162.469989,2.41E+05,,
7.168276,25592.83888884,5.24E+02,3.39E+00,165.52416,2.63E+05,,
7.388962,25592.83958328,5.31E+02,5.28E+00,168.584444,2.75E+05,,
7.610509,25592.84027773,5.39E+02,7.16E+00,171.65766,2.75E+05,,
7.833363,25592.84097217,5.47E+02,9.01E+00,174.750468,2.65E+05,,
8.057953,25592.84166662,5.55E+02,1.08E+01,177.869313,2.49E+05,,
8.284691,25592.84236106,5.63E+02,1.26E+01,181.020377,2.27E+05,,
8.513966,25592.8430555,5.71E+02,1.43E+01,184.209506,2.05E+05,,
8.746141,25592.84374995,5.80E+02,1.60E+01,187.442134,1.83E+05,,
8.981545,25592.84444439,5.89E+02,1.76E+01,190.723193,1.62E+05,,
9.220466,25592.84513884,5.97E+02,1.91E+01,194.057005,1.42E+05,,
9.463143,25592.84583328,6.06E+02,2.06E+01,197.447166,1.26E+05,,
9.70976,25592.84652773,6.14E+02,2.20E+01,200.896422,1.12E+05,,
9.960434,25592.84722217,6.23E+02,2.33E+01,204.406536,1.00E+05,,
10.215209,25592.84791662,6.31E+02,2.45E+01,207.978155,9.11E+04,,
10.474045,25592.84861106,6.39E+02,2.56E+01,211.610694,8.36E+04,,
10.736814,25592.8493055,6.47E+02,2.66E+01,215.302232,7.76E+04,,
11.003295,25592.84999995,6.55E+02,2.74E+01,219.049441,7.28E+04,,
11.273169,25592.85069439,6.63E+02,2.82E+01,222.84756,6.90E+04,,
11.546027,25592.85138884,6.70E+02,2.88E+01,226.690423,6.59E+04,,
11.821368,25592.85208328,6.77E+02,2.94E+01,230.570546,6.34E+04,,
12.098617,25592.85277773,6.83E+02,2.98E+01,234.479279,6.14E+04,,
12.377134,25592.85347217,6.89E+02,3.00E+01,238.407029,5.98E+04,,
12.656234,25592.85416662,6.95E+02,3.01E+01,242.343529,5.83E+04,,
12.935209,25592.85486106,7.00E+02,3.01E+01,246.278156,5.71E+04,,
13.21335,25592.8555555,7.05E+02,3.00E+01,250.200266,5.60E+04,,
13.489968,25592.85624995,7.09E+02,2.97E+01,254.099533,5.49E+04,,
13.764417,25592.85694439,7.13E+02,2.93E+01,257.966268,5.39E+04,,
14.036112,25592.85763884,7.17E+02,2.88E+01,261.791692,5.29E+04,,
14.304543,25592.85833328,7.19E+02,2.81E+01,265.568157,5.20E+04,,
14.569286,25592.85902773,7.22E+02,2.73E+01,269.289308,5.10E+04,,
14.83001,25592.85972217,7.23E+02,2.65E+01,272.950169,5.01E+04,,
15.086477,25592.86041662,7.25E+02,2.55E+01,276.547176,4.93E+04,,
15.338542,25592.86111106,7.25E+02,2.44E+01,280.07815,4.87E+04,,
15.586147,25592.8618055,7.26E+02,2.32E+01,283.542231,4.83E+04,,
15.829317,25592.86249995,7.25E+02,2.20E+01,286.939775,4.83E+04,,
16.068148,25592.86319439,7.24E+02,2.06E+01,290.272235,4.89E+04,,
16.302801,25592.86388884,7.23E+02,1.92E+01,293.542029,5.01E+04,,
16.533493,25592.86458328,7.21E+02,1.78E+01,296.752411,5.22E+04,,
16.760488,25592.86527773,7.19E+02,1.62E+01,299.907339,5.55E+04,,
16.98409,25592.86597217,7.16E+02,1.46E+01,303.011364,6.04E+04,,
17.204633,25592.86666662,7.12E+02,1.30E+01,306.069518,6.76E+04,,
17.422481,25592.86736106,7.08E+02,1.13E+01,309.087231,7.77E+04,,
17.638015,25592.8680555,7.04E+02,9.58E+00,312.07025,9.08E+04,,
17.851637,25592.86874995,6.99E+02,7.82E+00,315.024573,1.07E+05,,
18.063759,25592.86944439,6.94E+02,6.04E+00,317.956403,1.25E+05,,
18.274806,25592.87013884,6.89E+02,4.24E+00,320.872102,1.43E+05,,
18.485209,25592.87083328,6.83E+02,2.42E+00,323.778158,1.57E+05,,
18.695409,25592.87152773,6.77E+02,5.87E-01,326.681161,1.70E+05,,
18.90585,25592.87222217,6.70E+02,-1.25E+00,329.587776,1.87E+05,,
19.116981,25592.87291662,6.64E+02,-3.08E+00,332.504727,2.08E+05,,
19.32925,25592.87361106,6.57E+02,-4.91E+00,335.438771,2.22E+05,,
19.543111,25592.8743055,6.49E+02,-6.73E+00,338.396676,2.28E+05,,
19.759012,25592.87499995,6.42E+02,-8.53E+00,341.385192,2.28E+05,,
19.977399,25592.87569439,6.34E+02,-1.03E+01,344.41101,2.27E+05,,
20.198713,25592.87638884,6.26E+02,-1.20E+01,347.480714,2.24E+05,,
20.42338,25592.87708328,6.19E+02,-1.38E+01,350.600721,2.21E+05,,
20.651812,25592.87777773,6.11E+02,-1.54E+01,353.777198,2.14E+05,,
20.884396,25592.87847217,6.03E+02,-1.70E+01,357.015965,2.05E+05,,
21.121491,25592.87916662,5.95E+02,-1.86E+01,0.322376,1.93E+05,,
21.363411,25592.87986106,5.86E+02,-2.01E+01,3.701181,1.77E+05,,
21.610423,25592.8805555,5.78E+02,-2.15E+01,7.156359,1.60E+05,,
21.862728,25592.88124995,5.71E+02,-2.29E+01,10.690938,1.41E+05,,
22.120453,25592.88194439,5.63E+02,-2.41E+01,14.306807,1.23E+05,,
22.383633,25592.88263884,5.55E+02,-2.53E+01,18.004514,1.07E+05,,
22.652204,25592.88333328,5.47E+02,-2.63E+01,21.783076,9.39E+04,,
22.925987,25592.88402773,5.40E+02,-2.73E+01,25.639818,8.35E+04,,
23.204682,25592.88472217,5.33E+02,-2.81E+01,29.570249,7.61E+04,,
23.487866,25592.88541662,5.26E+02,-2.88E+01,33.568003,7.15E+04,,
23.77499,25592.88611106,5.19E+02,-2.93E+01,37.624863,6.92E+04,,
0.065391,25592.8868055,5.13E+02,-2.97E+01,41.730877,6.85E+04,,
0.358304,25592.88749995,5.07E+02,-3.00E+01,45.874583,6.89E+04,,
0.652887,25592.88819439,5.01E+02,-3.01E+01,50.043326,6.96E+04,,
0.948243,25592.88888884,4.96E+02,-3.01E+01,54.223663,7.04E+04,,
1.243454,25592.88958328,4.91E+02,-2.99E+01,58.401827,7.11E+04,,
1.537613,25592.89027773,4.87E+02,-2.96E+01,62.564215,7.19E+04,,
1.829857,25592.89097217,4.83E+02,-2.91E+01,66.697867,7.33E+04,,
2.119392,25592.89166662,4.79E+02,-2.85E+01,70.790892,7.55E+04,,
2.40552,25592.89236106,4.76E+02,-2.78E+01,74.832824,7.90E+04,,
2.687657,25592.8930555,4.74E+02,-2.69E+01,78.81488,8.40E+04,,
2.96534,25592.89374995,4.72E+02,-2.59E+01,82.730115,9.04E+04,,
3.238231,25592.89444439,4.70E+02,-2.48E+01,86.573479,9.82E+04,,
3.506118,25592.89513884,4.69E+02,-2.36E+01,90.341787,1.07E+05,,
3.768907,25592.89583328,4.69E+02,-2.22E+01,94.033619,1.16E+05,,
4.02661,25592.89652773,4.69E+02,-2.08E+01,97.649165,1.24E+05,,
4.279335,25592.89722217,4.70E+02,-1.93E+01,101.190046,1.31E+05,,
4.527273,25592.89791662,4.71E+02,-1.77E+01,104.659118,1.36E+05,,
4.770684,25592.89861106,4.73E+02,-1.60E+01,108.060273,1.38E+05,,
5.009883,25592.8993055,4.75E+02,-1.43E+01,111.398257,1.38E+05,,
5.245232,25592.89999995,4.78E+02,-1.26E+01,114.678495,1.36E+05,,
5.477128,25592.90069439,4.82E+02,-1.07E+01,117.906943,1.35E+05,,
5.705996,25592.90138884,4.86E+02,-8.89E+00,121.089958,1.34E+05,,
5.932278,25592.90208328,4.90E+02,-7.01E+00,124.234192,1.37E+05,,
6.156432,25592.90277773,4.95E+02,-5.11E+00,127.346499,1.44E+05,,
6.378923,25592.90347217,5.01E+02,-3.20E+00,130.433863,1.57E+05,,
6.600221,25592.90416662,5.07E+02,-1.27E+00,133.503336,1.75E+05,,
6.820798,25592.90486106,5.13E+02,6.49E-01,136.561989,1.95E+05,,
7.041123,25592.9055555,5.20E+02,2.57E+00,139.616869,2.13E+05,,
7.261663,25592.90624995,5.27E+02,4.47E+00,142.674958,2.28E+05,,
7.482874,25592.90694439,5.34E+02,6.36E+00,145.743136,2.37E+05,,
7.705208,25592.90763884,5.42E+02,8.22E+00,148.828137,2.41E+05,,
7.929099,25592.90833328,5.50E+02,1.00E+01,151.93651,2.41E+05,,
8.154969,25592.90902773,5.58E+02,1.18E+01,155.074557,2.39E+05,,
8.383217,25592.90972217,5.66E+02,1.36E+01,158.248279,2.32E+05,,
8.614219,25592.91041662,5.75E+02,1.53E+01,161.463298,2.22E+05,,
8.848317,25592.91111106,5.83E+02,1.69E+01,164.724773,2.08E+05,,
9.085819,25592.9118055,5.92E+02,1.85E+01,168.037298,1.91E+05,,
9.326985,25592.91249995,6.01E+02,2.00E+01,171.404791,1.72E+05,,
9.572024,25592.91319439,6.09E+02,2.14E+01,174.830374,1.54E+05,,
9.821081,25592.91388884,6.18E+02,2.27E+01,178.316236,1.38E+05,,
10.074233,25592.91458328,6.26E+02,2.40E+01,181.863508,1.23E+05,,
10.331474,25592.91527773,6.34E+02,2.51E+01,185.472132,1.11E+05,,
10.592716,25592.91597217,6.43E+02,2.62E+01,189.140753,1.02E+05,,
10.857774,25592.91666662,6.50E+02,2.71E+01,192.866629,9.37E+04,,
11.126372,25592.91736106,6.58E+02,2.79E+01,196.645594,8.72E+04,,
11.398135,25592.9180555,6.65E+02,2.86E+01,200.472049,8.20E+04,,
11.672601,25592.91874995,6.73E+02,2.92E+01,204.339035,7.76E+04,,
11.949222,25592.91944439,6.79E+02,2.96E+01,208.238354,7.40E+04,,
12.227383,25592.92013884,6.86E+02,2.99E+01,212.160761,7.09E+04,,
12.506413,25592.92083328,6.92E+02,3.01E+01,216.09622,6.81E+04,,
12.785612,25592.92152773,6.97E+02,3.01E+01,220.034201,6.57E+04,,
13.064266,25592.92222217,7.02E+02,3.00E+01,223.964012,6.35E+04,,
13.341675,25592.92291662,7.07E+02,2.98E+01,227.875144,6.14E+04,,
13.617172,25592.92361106,7.11E+02,2.95E+01,231.757593,5.95E+04,,
13.890143,25592.9243055,7.14E+02,2.90E+01,235.602161,5.76E+04,,
14.160045,25592.92499995,7.18E+02,2.84E+01,239.4007,5.60E+04,,
14.426419,25592.92569439,7.20E+02,2.77E+01,243.146296,5.44E+04,,
14.688891,25592.92638884,7.22E+02,2.69E+01,246.833389,5.30E+04,,
14.947187,25592.92708328,7.24E+02,2.59E+01,250.457825,5.17E+04,,
15.201122,25592.92777773,7.25E+02,2.49E+01,254.016856,5.06E+04,,
15.450604,25592.92847217,7.25E+02,2.37E+01,257.509085,4.98E+04,,
15.695624,25592.92916662,7.25E+02,2.25E+01,260.93438,4.93E+04,,
15.936249,25592.92986106,7.25E+02,2.12E+01,264.293756,4.90E+04,,
16.172615,25592.9305555,7.24E+02,1.98E+01,267.589249,4.92E+04,,
16.404918,25592.93124995,7.22E+02,1.84E+01,270.823785,4.99E+04,,
16.633402,25592.93194439,7.20E+02,1.69E+01,274.001047,5.11E+04,,
16.858356,25592.93263884,7.17E+02,1.53E+01,277.125356,5.30E+04,,
17.080103,25592.93333328,7.14E+02,1.37E+01,280.20156,5.59E+04,,
17.298994,25592.93402773,7.11E+02,1.20E+01,283.234935,5.98E+04,,
17.515406,25592.93472217,7.07E+02,1.03E+01,286.231105,6.53E+04,,
17.72973,25592.93541662,7.02E+02,8.56E+00,289.195972,7.22E+04,,
17.942376,25592.93611106,6.97E+02,6.79E+00,292.13566,8.10E+04,,
18.153763,25592.9368055,6.92E+02,4.99E+00,295.056467,9.23E+04,,
18.364321,25592.93749995,6.87E+02,3.18E+00,297.964831,1.06E+05,,
18.574486,25592.93819439,6.81E+02,1.36E+00,300.867302,1.23E+05,,
18.7847,25592.93888884,6.74E+02,-4.76E-01,303.770512,1.42E+05,,
18.995409,25592.93958328,6.68E+02,-2.31E+00,306.681161,1.61E+05,,
19.207065,25592.94027773,6.61E+02,-4.14E+00,309.60599,1.78E+05,,
19.420116,25592.94097217,6.54E+02,-5.96E+00,312.551764,1.89E+05,,
19.635015,25592.94166662,6.46E+02,-7.77E+00,315.525239,1.97E+05,,
19.852207,25592.94236106,6.39E+02,-9.56E+00,318.533131,2.07E+05,,
20.072137,25592.9430555,6.31E+02,-1.13E+01,321.582074,2.17E+05,,
20.295236,25592.94374995,6.23E+02,-1.30E+01,324.678559,2.19E+05,,
20.521923,25592.94444439,6.16E+02,-1.47E+01,327.828866,2.14E+05,,
20.752597,25592.94513884,6.08E+02,-1.64E+01,331.038973,2.07E+05,,
20.987629,25592.94583328,6.00E+02,-1.79E+01,334.314447,2.02E+05,,
21.227353,25592.94652773,5.91E+02,-1.95E+01,337.66031,1.99E+05,,
21.472058,25592.94722217,5.83E+02,-2.09E+01,341.080891,1.96E+05,,
21.721975,25592.94791662,5.75E+02,-2.23E+01,344.57965,1.94E+05,,
21.977265,25592.94861106,5.68E+02,-2.36E+01,348.158989,1.89E+05,,
22.238003,25592.9493055,5.60E+02,-2.48E+01,351.820058,1.81E+05,,
